Experiment: 7
Latency: 600
Source: (0.04, 0.17, 0.50)
SourceSize: 0.0750
Target: (0.96, 0.83, 0.50)
TargetSize: 0.0250

Trace:
time; position; button;
228.7651; (0.06, 0.20, 0.49);
228.7651; (0.06, 0.19, 0.49);
228.7762; (0.07, 0.19, 0.49);
228.7762; (0.07, 0.19, 0.49);
228.7800; (0.07, 0.19, 0.49);
228.7876; (0.07, 0.19, 0.49);
228.7876; (0.07, 0.19, 0.49);
228.7992; (0.07, 0.19, 0.49);
228.7992; (0.07, 0.19, 0.49);
228.8000; (0.07, 0.19, 0.49);
228.8096; (0.06, 0.19, 0.49);
228.8096; (0.06, 0.19, 0.49);
228.8200; (0.06, 0.19, 0.49);
228.8208; (0.06, 0.18, 0.49);
228.8208; (0.06, 0.18, 0.49);
228.8319; (0.06, 0.18, 0.49);
228.8319; (0.07, 0.18, 0.49);
228.8400; (0.07, 0.18, 0.49);
228.8428; (0.07, 0.18, 0.49);
228.8428; (0.07, 0.17, 0.49);
228.8546; (0.07, 0.18, 0.49);
228.8546; (0.07, 0.18, 0.49);
228.8600; (0.07, 0.18, 0.49);
228.8656; (0.07, 0.18, 0.49);
228.8656; (0.07, 0.18, 0.49);
228.8766; (0.07, 0.18, 0.49);
228.8766; (0.07, 0.17, 0.49);
228.8800; (0.07, 0.17, 0.49);
228.8876; (0.07, 0.17, 0.49);
228.8876; (0.07, 0.17, 0.49);
228.8987; (0.07, 0.17, 0.49);
228.8987; (0.07, 0.17, 0.49);
228.9000; (0.07, 0.17, 0.49);
228.9098; (0.07, 0.17, 0.49);
228.9098; (0.07, 0.16, 0.49);
228.9200; (0.07, 0.16, 0.49);
228.9207; (0.06, 0.16, 0.49);
228.9207; (0.06, 0.16, 0.49);
228.9323; (0.06, 0.17, 0.49);
228.9323; (0.06, 0.16, 0.49);
228.9400; (0.06, 0.16, 0.49);
228.9435; (0.07, 0.16, 0.49);
228.9435; (0.07, 0.16, 0.49);
228.9546; (0.07, 0.16, 0.49);
228.9546; (0.07, 0.16, 0.49);
228.9600; (0.07, 0.16, 0.49);
228.9655; (0.07, 0.16, 0.49);
228.9655; (0.07, 0.16, 0.49);
228.9766; (0.07, 0.16, 0.49);
228.9766; (0.07, 0.15, 0.50);
228.9800; (0.07, 0.15, 0.50);
228.9877; (0.07, 0.15, 0.50);
228.9877; (0.07, 0.15, 0.50);
228.9986; (0.07, 0.15, 0.50);
228.9986; (0.07, 0.15, 0.50);
229.0000; (0.07, 0.15, 0.50);
229.0102; (0.07, 0.15, 0.50);
229.0102; (0.07, 0.15, 0.50);
229.0200; (0.06, 0.14, 0.50);
229.0211; (0.06, 0.14, 0.50);
