Experiment: 2
Latency: 300
Source: (0.29, 0.37, 0.50)
SourceSize: 0.0750
Target: (0.71, 0.63, 0.50)
TargetSize: 0.0750

Trace:
time; position; button;
111.8644; (0.29, 0.34, 0.51);
111.8644; (0.29, 0.34, 0.51);
111.8757; (0.28, 0.34, 0.51);
111.8757; (0.28, 0.34, 0.51);
111.8800; (0.28, 0.34, 0.51);
111.8866; (0.28, 0.34, 0.51);
111.8866; (0.28, 0.34, 0.51);
111.8981; (0.28, 0.34, 0.51);
111.8981; (0.28, 0.35, 0.51);
111.9000; (0.28, 0.35, 0.51);
111.9094; (0.28, 0.34, 0.51);
111.9094; (0.28, 0.35, 0.51);
111.9200; (0.28, 0.34, 0.51);
111.9204; (0.28, 0.34, 0.51);
111.9204; (0.28, 0.34, 0.51);
111.9312; (0.28, 0.34, 0.51);
111.9312; (0.28, 0.34, 0.52);
111.9400; (0.28, 0.34, 0.52);
111.9427; (0.28, 0.34, 0.52);
111.9427; (0.28, 0.34, 0.52);
111.9537; (0.28, 0.34, 0.52);
111.9537; (0.28, 0.34, 0.52);
111.9600; (0.28, 0.34, 0.52);
111.9647; (0.28, 0.34, 0.52);
111.9647; (0.28, 0.34, 0.52);
111.9759; (0.28, 0.34, 0.52);
111.9759; (0.28, 0.34, 0.52);
111.9800; (0.28, 0.34, 0.52);
111.9869; (0.28, 0.34, 0.52);
111.9869; (0.28, 0.34, 0.52);
111.9979; (0.28, 0.34, 0.52);
111.9979; (0.28, 0.34, 0.52);
112.0000; (0.28, 0.34, 0.52);
112.0091; (0.28, 0.34, 0.52);
112.0091; (0.28, 0.34, 0.52);
112.0200; (0.28, 0.34, 0.52);
112.0204; (0.28, 0.34, 0.52);
112.0204; (0.28, 0.34, 0.52);
112.0313; (0.28, 0.34, 0.52);
112.0313; (0.28, 0.34, 0.52);
112.0400; (0.28, 0.34, 0.52);
112.0427; (0.28, 0.34, 0.51);
112.0427; (0.28, 0.34, 0.51);
112.0533; (0.28, 0.34, 0.51);
112.0533; (0.28, 0.34, 0.51);
112.0600; (0.28, 0.34, 0.51);
112.0649; (0.27, 0.34, 0.51);
112.0649; (0.27, 0.33, 0.51);
112.0762; (0.27, 0.33, 0.51);
112.0762; (0.27, 0.33, 0.51);
112.0800; (0.27, 0.33, 0.51);
112.0871; (0.27, 0.33, 0.51);
112.0871; (0.27, 0.33, 0.51);
112.0981; (0.27, 0.33, 0.51);
112.0981; (0.26, 0.33, 0.51);
112.1000; (0.26, 0.33, 0.51);
112.1094; (0.27, 0.33, 0.51);
112.1094; (0.26, 0.33, 0.51);
112.1200; (0.26, 0.33, 0.51);
112.1206; (0.26, 0.33, 0.51);
112.1206; (0.26, 0.33, 0.51);
112.1317; (0.26, 0.33, 0.51);
112.1317; (0.26, 0.34, 0.51);
112.1400; (0.26, 0.34, 0.51);
112.1426; (0.27, 0.34, 0.51);
112.1426; (0.26, 0.34, 0.51);
112.1536; (0.27, 0.34, 0.51);
112.1536; (0.27, 0.34, 0.51);
112.1600; (0.27, 0.34, 0.51);
112.1647; (0.27, 0.34, 0.51);
112.1647; (0.27, 0.34, 0.51);
112.1755; (0.27, 0.34, 0.51);
112.1755; (0.27, 0.34, 0.51);
112.1800; (0.27, 0.34, 0.51);
112.1866; (0.27, 0.34, 0.51);
112.1866; (0.27, 0.34, 0.51);
112.1980; (0.27, 0.34, 0.51);
112.1980; (0.27, 0.34, 0.51);
112.2000; (0.27, 0.34, 0.51);
112.2088; (0.27, 0.34, 0.51);
112.2088; (0.27, 0.34, 0.51);
112.2200; (0.27, 0.34, 0.51);
112.2204; (0.28, 0.34, 0.51);
112.2204; (0.28, 0.34, 0.51);
112.2314; (0.28, 0.34, 0.51);
112.2314; (0.28, 0.34, 0.51);
112.2400; (0.28, 0.34, 0.51);
112.2421; (0.28, 0.34, 0.51);
112.2421; (0.28, 0.34, 0.51);
112.2534; (0.28, 0.34, 0.51);
112.2534; (0.28, 0.34, 0.51);
112.2600; (0.28, 0.34, 0.51);
112.2649; (0.28, 0.34, 0.51);
112.2649; (0.29, 0.34, 0.51);
112.2758; (0.29, 0.34, 0.51);
112.2758; (0.29, 0.35, 0.51);
112.2800; (0.29, 0.35, 0.51);
112.2869; (0.29, 0.35, 0.51);
112.2869; (0.30, 0.35, 0.51);
112.2986; (0.30, 0.35, 0.51);
112.2986; (0.30, 0.35, 0.51);
112.3000; (0.30, 0.35, 0.51);
112.3091; (0.30, 0.35, 0.51);
112.3091; (0.31, 0.35, 0.51);
112.3200; (0.31, 0.35, 0.51);
112.3203; (0.31, 0.35, 0.50);
112.3203; (0.31, 0.35, 0.50);
112.3311; (0.31, 0.35, 0.50);
112.3311; (0.32, 0.35, 0.50);
112.3400; (0.32, 0.35, 0.50);
112.3427; (0.32, 0.35, 0.50);
112.3427; (0.32, 0.35, 0.50);
112.3537; (0.32, 0.35, 0.50);
112.3537; (0.32, 0.36, 0.50);
112.3600; (0.32, 0.36, 0.50);
112.3645; (0.32, 0.36, 0.50);
112.3645; (0.33, 0.36, 0.50);
112.3757; (0.33, 0.36, 0.50);
112.3757; (0.34, 0.37, 0.49);
112.3800; (0.34, 0.37, 0.49);
112.3869; (0.34, 0.37, 0.50);
112.3869; (0.35, 0.37, 0.49);
112.3978; (0.35, 0.37, 0.49);
112.3978; (0.36, 0.38, 0.49);
112.4000; (0.36, 0.38, 0.49);
112.4089; (0.36, 0.38, 0.49);
112.4089; (0.36, 0.38, 0.49);
112.4200; (0.37, 0.38, 0.49);
112.4205; (0.38, 0.38, 0.49);
112.4205; (0.38, 0.38, 0.49);
112.4316; (0.38, 0.38, 0.49);
112.4316; (0.39, 0.39, 0.49);
112.4400; (0.39, 0.39, 0.49);
112.4424; (0.39, 0.39, 0.49);
112.4424; (0.40, 0.39, 0.49);
112.4534; (0.40, 0.39, 0.49);
112.4534; (0.42, 0.40, 0.49);
112.4600; (0.42, 0.40, 0.49);
112.4645; (0.41, 0.40, 0.49);
112.4645; (0.42, 0.41, 0.49);
112.4762; (0.42, 0.41, 0.49);
112.4762; (0.43, 0.42, 0.49);
112.4800; (0.43, 0.42, 0.49);
112.4869; (0.43, 0.42, 0.49);
112.4869; (0.44, 0.42, 0.49);
112.4979; (0.44, 0.42, 0.49);
112.4979; (0.45, 0.43, 0.49);
112.5000; (0.45, 0.43, 0.49);
112.5096; (0.45, 0.43, 0.49);
112.5096; (0.47, 0.43, 0.49);
112.5200; (0.47, 0.43, 0.49);
112.5200; (0.48, 0.44, 0.49);
112.5200; (0.48, 0.44, 0.49);
112.5315; (0.48, 0.44, 0.49);
112.5315; (0.49, 0.45, 0.49);
112.5400; (0.49, 0.45, 0.49);
112.5429; (0.49, 0.45, 0.49);
112.5429; (0.51, 0.45, 0.49);
112.5533; (0.50, 0.45, 0.49);
112.5533; (0.51, 0.46, 0.49);
112.5600; (0.51, 0.46, 0.49);
112.5645; (0.51, 0.46, 0.49);
112.5645; (0.53, 0.47, 0.48);
112.5757; (0.53, 0.47, 0.48);
112.5757; (0.54, 0.48, 0.48);
112.5800; (0.54, 0.48, 0.48);
112.5870; (0.54, 0.48, 0.48);
112.5870; (0.55, 0.48, 0.48);
112.5978; (0.55, 0.48, 0.48);
112.5978; (0.56, 0.49, 0.48);
112.6000; (0.56, 0.49, 0.48);
112.6090; (0.56, 0.49, 0.48);
112.6090; (0.57, 0.50, 0.48);
112.6200; (0.57, 0.50, 0.48);
112.6200; (0.58, 0.51, 0.48);
112.6200; (0.58, 0.51, 0.48);
112.6313; (0.58, 0.51, 0.48);
112.6313; (0.59, 0.52, 0.48);
112.6400; (0.59, 0.52, 0.48);
112.6426; (0.59, 0.52, 0.48);
112.6426; (0.60, 0.52, 0.48);
112.6536; (0.60, 0.52, 0.48);
112.6536; (0.61, 0.53, 0.48);
112.6600; (0.61, 0.53, 0.48);
112.6644; (0.61, 0.53, 0.48);
112.6644; (0.61, 0.54, 0.48);
112.6759; (0.61, 0.54, 0.48);
112.6759; (0.62, 0.54, 0.48);
112.6800; (0.62, 0.54, 0.48);
112.6870; (0.62, 0.54, 0.48);
112.6870; (0.63, 0.55, 0.48);
112.6980; (0.63, 0.55, 0.48);
112.6980; (0.63, 0.55, 0.47);
112.7000; (0.63, 0.55, 0.47);
112.7091; (0.63, 0.56, 0.47);
112.7091; (0.64, 0.56, 0.47);
112.7200; (0.64, 0.56, 0.47);
112.7201; (0.65, 0.57, 0.47);
112.7201; (0.65, 0.57, 0.47);
112.7316; (0.65, 0.57, 0.47);
112.7316; (0.65, 0.58, 0.47);
112.7400; (0.65, 0.58, 0.47);
112.7424; (0.65, 0.58, 0.47);
112.7424; (0.66, 0.58, 0.47);
112.7535; (0.66, 0.58, 0.47);
112.7535; (0.66, 0.59, 0.46);
112.7600; (0.66, 0.59, 0.46);
112.7648; (0.66, 0.59, 0.47);
112.7648; (0.67, 0.59, 0.46);
112.7759; (0.67, 0.59, 0.46);
112.7759; (0.67, 0.60, 0.46);
112.7800; (0.67, 0.60, 0.46);
112.7867; (0.67, 0.60, 0.46);
112.7867; (0.68, 0.60, 0.46);
112.7980; (0.68, 0.60, 0.46);
112.7980; (0.68, 0.60, 0.46);
112.8000; (0.68, 0.60, 0.46);
112.8091; (0.68, 0.60, 0.46);
112.8091; (0.68, 0.61, 0.46);
112.8200; (0.68, 0.61, 0.46);
112.8204; (0.69, 0.61, 0.46);
112.8204; (0.69, 0.61, 0.46);
112.8313; (0.69, 0.61, 0.46);
112.8313; (0.69, 0.61, 0.46);
112.8400; (0.69, 0.61, 0.46);
112.8425; (0.69, 0.62, 0.46);
112.8425; (0.69, 0.62, 0.46);
112.8534; (0.70, 0.62, 0.46);
112.8534; (0.70, 0.62, 0.46);
112.8600; (0.70, 0.62, 0.46);
112.8645; (0.70, 0.62, 0.46);
112.8645; (0.70, 0.63, 0.46);
112.8761; (0.70, 0.62, 0.46);
112.8761; (0.71, 0.63, 0.46);
112.8800; (0.71, 0.63, 0.46);
112.8867; (0.71, 0.63, 0.46);
112.8867; (0.71, 0.63, 0.46);
112.8980; (0.71, 0.63, 0.46);
112.8980; (0.71, 0.63, 0.46);
112.9000; (0.71, 0.63, 0.46);
112.9090; (0.71, 0.63, 0.46);
112.9090; (0.72, 0.63, 0.46);
112.9200; (0.71, 0.64, 0.46);
112.9200; (0.72, 0.64, 0.46);
112.9200; (0.72, 0.64, 0.46);
112.9310; (0.71, 0.64, 0.46);
112.9310; (0.72, 0.64, 0.46);
112.9400; (0.72, 0.64, 0.46);
112.9422; (0.72, 0.64, 0.46);
112.9422; (0.72, 0.64, 0.46);
112.9538; (0.72, 0.64, 0.46);
112.9538; (0.72, 0.64, 0.46);
112.9600; (0.72, 0.64, 0.46);
112.9644; (0.72, 0.64, 0.46);
112.9644; (0.72, 0.64, 0.46);
112.9760; (0.72, 0.64, 0.46);
112.9760; (0.73, 0.65, 0.46);
112.9800; (0.73, 0.65, 0.46);
112.9871; (0.73, 0.65, 0.46);
112.9871; (0.73, 0.65, 0.46);
112.9982; (0.73, 0.65, 0.46);
112.9982; (0.73, 0.65, 0.46);
113.0000; (0.73, 0.65, 0.46);
113.0088; (0.73, 0.65, 0.46);
113.0088; (0.73, 0.65, 0.46);
113.0200; (0.73, 0.65, 0.46);
113.0200; (0.73, 0.65, 0.46);
113.0200; (0.73, 0.65, 0.46);
113.0311; (0.73, 0.65, 0.46);
113.0311; (0.73, 0.65, 0.46);
113.0400; (0.73, 0.65, 0.46);
113.0427; (0.73, 0.65, 0.46);
113.0427; (0.73, 0.65, 0.46);
113.0537; (0.73, 0.65, 0.46);
113.0537; (0.74, 0.65, 0.46);
113.0600; (0.74, 0.65, 0.46);
113.0650; (0.74, 0.65, 0.46);
113.0650; (0.74, 0.65, 0.46);
113.0761; (0.74, 0.65, 0.46);
113.0761; (0.74, 0.65, 0.46);
113.0800; (0.74, 0.65, 0.46);
113.0867; (0.74, 0.65, 0.46);
113.0867; (0.74, 0.65, 0.46);
113.0978; (0.74, 0.65, 0.46);
113.0978; (0.74, 0.65, 0.46);
113.1000; (0.74, 0.65, 0.46);
113.1093; (0.74, 0.65, 0.46);
113.1093; (0.75, 0.65, 0.46);
113.1200; (0.74, 0.65, 0.46);
113.1205; (0.75, 0.65, 0.46);
113.1205; (0.75, 0.65, 0.46);
113.1316; (0.74, 0.65, 0.46);
113.1316; (0.74, 0.65, 0.46);
113.1400; (0.74, 0.65, 0.46);
113.1427; (0.74, 0.65, 0.46);
113.1427; (0.74, 0.65, 0.46);
113.1536; (0.74, 0.65, 0.46);
113.1536; (0.74, 0.65, 0.46);
113.1600; (0.74, 0.65, 0.46);
113.1645; (0.75, 0.65, 0.46);
113.1645; (0.75, 0.65, 0.46);
113.1754; (0.75, 0.66, 0.46);
113.1754; (0.75, 0.66, 0.46);
113.1800; (0.75, 0.66, 0.46);
113.1872; (0.75, 0.66, 0.46);
113.1872; (0.75, 0.66, 0.45);
113.1982; (0.75, 0.66, 0.46);
113.1982; (0.75, 0.66, 0.46);
113.2000; (0.75, 0.66, 0.46);
113.2093; (0.75, 0.66, 0.46);
113.2093; (0.75, 0.66, 0.46);
113.2200; (0.75, 0.66, 0.46);
113.2205; (0.75, 0.66, 0.46);
113.2205; (0.75, 0.66, 0.46);
113.2314; (0.75, 0.66, 0.46);
113.2314; (0.75, 0.66, 0.46);
