Experiment: 5
Latency: 750
Source: (0.31, 0.66, 0.50)
SourceSize: 0.0750
Target: (0.69, 0.34, 0.50)
TargetSize: 0.1250

Trace:
time; position; button;
330.9272; (0.31, 0.68, 0.47);
330.9272; (0.31, 0.68, 0.47);
330.9384; (0.31, 0.68, 0.47);
330.9384; (0.31, 0.68, 0.47);
330.9400; (0.31, 0.68, 0.47);
330.9495; (0.31, 0.68, 0.47);
330.9495; (0.31, 0.68, 0.48);
330.9600; (0.31, 0.68, 0.48);
330.9605; (0.31, 0.68, 0.48);
330.9605; (0.31, 0.68, 0.48);
330.9715; (0.31, 0.68, 0.48);
330.9715; (0.31, 0.68, 0.48);
330.9800; (0.31, 0.67, 0.48);
330.9825; (0.31, 0.67, 0.48);
330.9825; (0.31, 0.67, 0.48);
330.9935; (0.31, 0.67, 0.48);
330.9935; (0.31, 0.67, 0.48);
331.0000; (0.31, 0.67, 0.48);
331.0049; (0.31, 0.67, 0.48);
331.0049; (0.31, 0.67, 0.48);
331.0159; (0.31, 0.67, 0.48);
331.0159; (0.31, 0.67, 0.48);
331.0200; (0.31, 0.67, 0.48);
331.0269; (0.31, 0.67, 0.48);
331.0269; (0.31, 0.67, 0.49);
331.0380; (0.31, 0.67, 0.49);
331.0380; (0.31, 0.67, 0.49);
331.0400; (0.31, 0.67, 0.49);
331.0494; (0.31, 0.67, 0.49);
331.0494; (0.31, 0.67, 0.49);
331.0600; (0.31, 0.67, 0.49);
331.0604; (0.31, 0.67, 0.49);
331.0604; (0.31, 0.67, 0.49);
331.0717; (0.31, 0.67, 0.49);
331.0717; (0.31, 0.67, 0.49);
331.0800; (0.31, 0.67, 0.49);
331.0826; (0.31, 0.67, 0.49);
331.0826; (0.31, 0.67, 0.49);
331.0937; (0.31, 0.67, 0.49);
331.0937; (0.31, 0.67, 0.50);
331.1000; (0.30, 0.67, 0.49);
331.1046; (0.30, 0.67, 0.50);
331.1046; (0.30, 0.67, 0.50);
331.1157; (0.30, 0.67, 0.50);
331.1157; (0.30, 0.67, 0.50);
331.1200; (0.30, 0.67, 0.50);
331.1268; (0.30, 0.67, 0.50);
331.1268; (0.30, 0.66, 0.50);
331.1382; (0.30, 0.67, 0.50);
331.1382; (0.30, 0.66, 0.50);
331.1400; (0.30, 0.66, 0.50);
331.1494; (0.30, 0.67, 0.50);
331.1494; (0.31, 0.66, 0.50);
331.1600; (0.31, 0.67, 0.50);
331.1601; (0.31, 0.67, 0.50);
331.1601; (0.31, 0.67, 0.50);
331.1714; (0.31, 0.66, 0.50);
331.1714; (0.31, 0.66, 0.50);
331.1800; (0.31, 0.66, 0.50);
331.1823; (0.31, 0.66, 0.51);
331.1823; (0.31, 0.66, 0.51);
331.1936; (0.31, 0.66, 0.51);
331.1936; (0.31, 0.66, 0.51);
331.2000; (0.31, 0.66, 0.51);
331.2046; (0.31, 0.66, 0.51);
331.2046; (0.31, 0.66, 0.51);
331.2159; (0.31, 0.66, 0.51);
331.2159; (0.31, 0.66, 0.51);
331.2200; (0.31, 0.66, 0.51);
331.2269; (0.31, 0.66, 0.51);
331.2269; (0.31, 0.66, 0.51);
331.2381; (0.31, 0.66, 0.51);
331.2381; (0.31, 0.66, 0.52);
331.2400; (0.31, 0.66, 0.52);
331.2491; (0.31, 0.66, 0.52);
331.2491; (0.31, 0.66, 0.52);
331.2600; (0.31, 0.66, 0.52);
331.2603; (0.31, 0.66, 0.52);
331.2603; (0.31, 0.66, 0.52);
331.2713; (0.31, 0.66, 0.52);
331.2713; (0.31, 0.66, 0.52);
331.2800; (0.31, 0.66, 0.52);
331.2825; (0.31, 0.66, 0.52);
331.2825; (0.31, 0.66, 0.52);
331.2934; (0.31, 0.66, 0.52);
331.2934; (0.31, 0.66, 0.53);
331.3000; (0.31, 0.66, 0.53);
331.3045; (0.31, 0.65, 0.53);
331.3045; (0.31, 0.65, 0.53);
331.3161; (0.31, 0.65, 0.53);
331.3161; (0.31, 0.65, 0.53);
331.3200; (0.31, 0.65, 0.53);
331.3270; (0.31, 0.65, 0.54);
331.3270; (0.31, 0.65, 0.54);
331.3378; (0.31, 0.65, 0.53);
331.3378; (0.31, 0.65, 0.54);
331.3400; (0.31, 0.65, 0.54);
331.3489; (0.31, 0.65, 0.54);
331.3489; (0.31, 0.65, 0.54);
331.3600; (0.31, 0.65, 0.54);
331.3601; (0.31, 0.65, 0.54);
331.3601; (0.31, 0.65, 0.54);
331.3712; (0.31, 0.65, 0.54);
331.3712; (0.31, 0.65, 0.54);
331.3800; (0.31, 0.65, 0.55);
331.3826; (0.31, 0.65, 0.55);
331.3826; (0.31, 0.65, 0.55);
331.3936; (0.31, 0.65, 0.55);
331.3936; (0.31, 0.65, 0.55);
331.4000; (0.31, 0.65, 0.55);
331.4050; (0.31, 0.65, 0.55);
331.4050; (0.31, 0.65, 0.55);
331.4161; (0.31, 0.65, 0.55);
331.4161; (0.31, 0.64, 0.56);
331.4200; (0.31, 0.64, 0.56);
331.4272; (0.32, 0.64, 0.56);
331.4272; (0.32, 0.64, 0.56);
331.4384; (0.32, 0.64, 0.56);
331.4384; (0.32, 0.64, 0.56);
331.4400; (0.32, 0.64, 0.56);
331.4491; (0.32, 0.64, 0.56);
331.4491; (0.32, 0.64, 0.56);
331.4600; (0.32, 0.64, 0.56);
331.4605; (0.32, 0.64, 0.56);
331.4605; (0.32, 0.64, 0.56);
331.4716; (0.32, 0.64, 0.56);
331.4716; (0.32, 0.64, 0.57);
331.4800; (0.32, 0.64, 0.57);
331.4828; (0.32, 0.64, 0.57);
331.4828; (0.32, 0.64, 0.57);
331.4941; (0.32, 0.64, 0.57);
331.4941; (0.32, 0.64, 0.57);
